,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
4545,4331,16,1 számú automata - Stop-Shop áruház,446,1021,Budapest,Hűvösvölgyi,138,,POINT (47.54018 18.96596),Hűvösvölgyi 138,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.54018,18.96596,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,,,,,2022-06-08 15:28:46.243493,,,,True
4567,4341,16,13 számú automata - Pesterzsébet Interspar,484,1203,Budapest,Széchenyi utca,1,,POINT (47.43892 19.102),Széchenyi 1,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.4395535,19.1010712,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9110717311,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'payment:cash': 'no', 'addr:postcode': '1871', 'addr:country': 'HU', 'operator': 'Magyar Posta', 'payment:cards': 'yes', 'parcel_pickup': 'yes', 'addr:city': 'Budapest', 'website': 'http://www.posta.hu/csomagautomata', 'outdoor': 'yes', 'ref': 'MPL 13. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'addr:street': 'Széchenyi utca', 'parcel_mail_in': 'yes', 'phone': '+36 1 421 7282', 'payment:mastercard': 'yes', 'opening_hours': '24/7', 'check_date': '2021-01-06', 'addr:housenumber': '1', 'covered': 'yes', 'amenity': 'parcel_locker', 'payment:contactless': 'yes'}",,99.20540303,False
4568,4340,16,11 számú automata - MÁV állomás,674,2100,Gödöllő,Állomás tér,1-3,,POINT (47.59169 19.35818),Állomás 1-3,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.5914436,19.3587919,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,7019513967,OSM_object_type.node,9,0,2022-02-12 20:33:58.000000,"{'payment:cash': 'no', 'payment:visa': 'yes', 'payment:visa_debit': 'yes', 'addr:country': 'HU', 'addr:postcode': '2101', 'phone': '+36 1 421 7282', 'payment:visa_electron': 'yes', 'parcel_pickup': 'yes', 'addr:city': 'Gödöllő', 'payment:american_express': 'yes', 'website': 'http://www.posta.hu/csomagautomata', 'outdoor': 'yes', 'ref': 'MPL 11. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'addr:street': 'Állomás tér', 'parcel_mail_in': 'yes', 'payment:mastercard': 'yes', 'opening_hours': '24/7', 'payment:maestro': 'yes', 'addr:housenumber': '1-3', 'operator': 'Magyar Posta', 'amenity': 'parcel_locker'}",,53.44439144,False
4569,4371,16,45 számú automata - Tesco,688,2120,Dunakeszi,Fő út,190,,POINT (47.65484 19.13098),Fő 190,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.6559911,19.1300664,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,8074358398,OSM_object_type.node,3,0,2022-02-12 20:33:58.000000,"{'payment:visa': 'yes', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '2120', 'payment:mastercard': 'yes', 'addr:city': 'Dunakeszi', 'ref': 'MPL 45. Csomagautomata', 'opening_hours': '24/7', 'operator': 'Magyar Posta', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '190', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'Fő út'}",,145.13986227,False
4570,4372,16,46 számú automata - Interspar,810,2400,Dunaújváros,Béke,3,,POINT (46.94589 18.91315),Béke 3,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,46.94589,18.91315,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,,,,,2022-06-08 15:28:46.243493,,,,True
4571,4345,16,20 számú automata - Tatabánya 1 posta,1015,2800,Tatabánya,Fő tér,30,,POINT (47.5826 18.3987),Fő 30,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.5833803,18.3982265,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9102070522,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'ref': 'MPL 20. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '2801', 'addr:city': 'Tatabánya', 'opening_hours': '24/7', 'operator': 'Magyar Posta', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '30', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'Fő tér'}",,93.75238845,False
4572,4344,16,19 számú automata - Tesco,1245,3300,Eger,II. Rákóczi Ferenc út,100,,POINT (47.92381 20.36899),II. Rákóczi Ferenc 100,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.9245333,20.3698979,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9102070523,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'ref': 'MPL 19. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '3301', 'addr:city': 'Eger', 'opening_hours': '24/7', 'operator': 'Magyar Posta', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '100', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'II. Rákóczi Ferenc út'}",,105.09603899,False
4573,4421,16,15 számú automata - Miskolc 9 - Újdiósgyőr posta,0,3532,Miskolc,Andrássy utca,43,,POINT (48.10137 20.73134),Andrássy 43,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,48.101168,20.7314304,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,8035912721,OSM_object_type.node,5,0,2022-02-12 20:33:58.000000,"{'ref': 'MPL 15. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '3550', 'addr:city': 'Miskolc', 'opening_hours': '24/7', 'operator': 'Magyar Posta', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '43', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'Andrássy utca'}",,23.44307859,False
4574,4423,16,16 számú automata - Avas Tesco,0,3508,Miskolc,Mésztelep,1/a,,POINT (48.07196 20.78462),Mésztelep 1/a,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,48.07196,20.78462,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,,,,,2022-06-08 15:28:46.243493,,,,True
4575,4342,16,14 számú automata - Malompark,1784,4027,Debrecen,Füredi út,27,,POINT (47.54139 21.61882),Füredi 27,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.5418401,21.6182426,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9102070526,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'payment:cash': 'no', 'payment:visa': 'yes', 'payment:visa_debit': 'yes', 'addr:country': 'HU', 'addr:postcode': '4050', 'phone': '+36 1 421 7282', 'payment:visa_electron': 'yes', 'parcel_pickup': 'yes', 'addr:city': 'Debrecen', 'payment:american_express': 'yes', 'website': 'http://www.posta.hu/csomagautomata', 'addr:street': 'Füredi út', 'ref': 'MPL 14. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'parcel_mail_in': 'yes', 'payment:mastercard': 'yes', 'opening_hours': '24/7', 'payment:maestro': 'yes', 'addr:housenumber': '27', 'operator': 'Magyar Posta', 'amenity': 'parcel_locker'}",,66.20690995,False
4576,4343,16,17 számú automata - MÁV állomás,1943,4400,Nyíregyháza,Állomás tér,2,,POINT (47.94675 21.70669),Állomás 2,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,47.9474096,21.7055509,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,4029527059,OSM_object_type.node,8,0,2022-02-12 20:33:58.000000,"{'ref': 'MPL 17. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '4420', 'addr:city': 'Nyíregyháza', 'opening_hours': '24/7', 'operator': 'Magyar Posta', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '2', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'Állomás tér'}",,112.14855824,False
4577,4359,16,34 számú automata - Önkormányzat,2302,5600,Békéscsaba,Szabadság tér,1-3,,POINT (46.67955 21.09861),Szabadság 1-3,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,46.6795797,21.0984546,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9102034715,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'ref': 'MPL 34. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '5620', 'addr:city': 'Békéscsaba', 'opening_hours': '24/7', 'operator': 'Magyar Posta', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '1-3', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'Szabadság tér'}",,12.3066224,False
4578,4915,16,35 számú automata - Talfája u Tesco,2383,6000,Kecskemét,Talfája tanya,1,,POINT (46.93308 19.66525),Talfája 1,,,,,,,,,,,,,,,,,+36 1 767 8272,uzleti.ugyfelszolgalat@posta.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,True,,2022-06-01 13:20:40.601754+00:00,,,46.9333149,19.6652631,16,Posta csomagautomata,vending_machine_parcel_locker,"{'payment:debit_cards': 'yes', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'brand': 'Magyar Posta', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'parcel_mail_in': 'yes', 'payment:cash': 'yes', 'phone': '+3617678200', 'ref:vatin': 'HU10901232', 'operator': 'Magyar Posta Zrt.', 'contact:email': 'ugyfelszolgalat@posta.hu', 'brand:wikidata': 'Q145614', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'amenity': 'parcel_locker'}",https://www.posta.hu,hupostacso,(mpl|posta),,False,False,2000.0,200.0,,9102034714,OSM_object_type.node,2,0,2022-02-12 20:33:58.000000,"{'ref': 'MPL 35. Csomagautomata', 'brand': 'Magyar Posta Logisztika (MPL)', 'outdoor': 'yes', 'addr:country': 'HU', 'parcel_mail_in': 'yes', 'payment:cash': 'no', 'addr:postcode': '6020', 'addr:city': 'Kecskemét', 'opening_hours': '24/7', 'operator': 'Magyar Posta', 'website': 'http://www.posta.hu/csomagautomata', 'parcel_pickup': 'yes', 'addr:housenumber': '1', 'amenity': 'parcel_locker', 'payment:contactless': 'yes', 'phone': '+36 1 421 7282', 'addr:street': 'Talfája tanya'}",,26.13865678,False
