,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
2794,6370,14,Kállósemjén posta,1897,4324,Kállósemjén,Kossuth utca,98,,POINT (47.85919 21.92244),Kossuth út 98,,,,,,,,,,,,,,,,,,Kallosemjenpostavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,16:00:00,16:00:00,16:00:00,16:00:00,16:00:00,,,,,,,,,,,,,,,,,12:00:00,12:30:00,False,"Mo-Fr 08:00-12:00,12:30-16:00; PH off","{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-13 15:25:00.339169+00:00,,,47.859204,21.922502,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,3489614005,OSM_object_type.node,4,0,2020-05-13T11:50:57Z,"{'opening_hours:covid19': 'same', 'addr:street': 'Kossuth utca', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4324', 'amenity': 'post_office', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-16:00; PH off', 'contact:email': 'ugyfelszolgalat@posta.hu', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'source:date': '2011-11-09', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'branch': 'Kállósemjén posta', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '98', 'url': 'http://turistautak.hu/poi.php?id=127443', 'addr:city': 'Kállósemjén', 'source:www.posta.hu:date': '2020-05-04', 'contact:phone': '+3617678200', 'payment:debit_cards': 'yes', 'brand': 'Magyar Posta', 'source': 'turistautak.hu'}",,0,
2795,8197,14,Kisléta postapartner,1898,4325,Kisléta,Bogáti utca,22,,POINT (47.83292 22.00549),Bogáti utca 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,14:30:00,14:30:00,14:30:00,14:30:00,14:30:00,,,,,,,,,,,,,,,,,12:00:00,12:30:00,False,"Mo-Fr 08:00-12:00,12:30-14:30; PH off","{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-13 15:25:00.339169+00:00,,,47.83292015,22.005501203420057,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,426172019,OSM_object_type.way,5,0,2020-05-13T11:50:57Z,"{'opening_hours:covid19': 'same', 'addr:street': 'Bogáti utca', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4325', 'amenity': 'post_office', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-14:30; PH off', 'contact:email': 'ugyfelszolgalat@posta.hu', 'payment:debit_cards': 'yes', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'branch': 'Kisléta postapartner', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '22', 'addr:city': 'Kisléta', 'contact:phone': '+3617678200', 'building': 'yes', 'brand': 'Magyar Posta', 'source:www.posta.hu:date': '2020-05-04'}","[4254788360, 4254788363, 7447254433, 7447254432, 4254788355, 4254788354, 4254788360]",0,
2796,6392,14,Máriapócs posta,1899,4326,Máriapócs,Petri út,4,,POINT (47.87494 22.02452),Petri utca 4,,,,,,,,,,,,,,,,,+36 42 585 031,Mariapocspostavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,16:00:00,16:00:00,16:00:00,16:00:00,16:00:00,,,,,,,,,,,,,,,,,12:00:00,12:30:00,False,"Mo-Fr 08:00-12:00,12:30-16:00; PH off","{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-13 15:25:00.339169+00:00,,,47.8749583,22.0241319,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7464459820,OSM_object_type.node,1,0,2020-04-29T18:08:04Z,"{'opening_hours:covid19': 'same', 'addr:street': 'Petri út', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4326', 'amenity': 'post_office', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-16:00; PH off', 'contact:email': 'ugyfelszolgalat@posta.hu', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'branch': 'Máriapócs posta', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '4', 'addr:city': 'Máriapócs', 'contact:phone': '+36 42 585 031', 'payment:debit_cards': 'yes', 'brand': 'Magyar Posta', 'source:www.posta.hu:date': '2020-04-25'}",,0,
2797,6457,14,Pócspetri posta,1900,4327,Pócspetri,Pócsi utca,9,,POINT (47.88142 21.99242),Pócsi utca 9,,,,,,,,,,,,,,,,,+36 42 557 008,Pocspetripostavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,16:00:00,16:00:00,16:00:00,16:00:00,16:00:00,,,,,,,,,,,,,,,,,12:00:00,12:30:00,False,"Mo-Fr 08:00-12:00,12:30-16:00; PH off","{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-13 15:25:00.339169+00:00,,,47.8813886,21.9923393,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7447239952,OSM_object_type.node,2,0,2020-04-29T18:08:04Z,"{'opening_hours:covid19': 'same', 'addr:street': 'Pócsi utca', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4327', 'amenity': 'post_office', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-16:00; PH off', 'contact:email': 'ugyfelszolgalat@posta.hu', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'branch': 'Pócspetri posta', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '9', 'addr:city': 'Pócspetri', 'contact:phone': '+36 42 557 008', 'payment:debit_cards': 'yes', 'brand': 'Magyar Posta', 'source:www.posta.hu:date': '2020-04-25'}",,0,
2798,8253,14,Nyírcsászári posta,1901,4331,Nyírcsászári,Kossuth út,1,,POINT (47.86471 22.17517),Kossuth út 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,,,,,,,,,,,,,,,,,,,False,,{not_in_water},"{street_is_not_around,street_metaphone_is_not_around}",,2020-10-13 15:25:00.339169+00:00,,,47.8647164,22.1751738,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7464459819,OSM_object_type.node,3,0,2020-05-13T11:50:57Z,"{'addr:street': 'Kossuth út', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4331', 'amenity': 'post_office', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'branch': 'Nyírcsászári posta', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '1', 'addr:city': 'Nyírcsászári', 'contact:phone': '+3617678200', 'payment:debit_cards': 'yes', 'brand': 'Magyar Posta', 'source:www.posta.hu:date': '2020-05-04'}",,0,
2799,8254,14,Nyírderzs posta,1902,4332,Nyírderzs,Báthori út,13,,POINT (47.89682 22.16184),Báthori út 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,,,,,,,,,,,,,,,,,False,,{not_in_water},"{street_is_not_around,street_metaphone_is_not_around}",,2020-10-13 15:25:00.339169+00:00,,,47.896936,22.161913,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,3471735441,OSM_object_type.node,4,0,2020-05-13T11:50:57Z,"{'amenity': 'post_office', 'addr:street': 'Báthori út', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4332', 'addr:city': 'Nyírderzs', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'source:date': '2010-05-10', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'branch': 'Nyírderzs posta', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '13', 'url': 'http://turistautak.hu/poi.php?id=80700', 'source:www.posta.hu:date': '2020-05-04', 'contact:phone': '+3617678200', 'payment:debit_cards': 'yes', 'brand': 'Magyar Posta', 'source': 'turistautak.hu'}",,0,
2800,6414,14,Nyírkáta posta,1903,4333,Nyírkáta,Kossuth Lajos utca,62,,POINT (47.86809 22.25382),Kossuth Lajos utca 62,,,,,,,,,,,,,,,,,,Nyirkatapostavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,16:00:00,16:00:00,16:00:00,16:00:00,16:00:00,,,,,,,,,,,,,,,,,12:00:00,12:30:00,False,"Mo-Fr 08:00-12:00,12:30-16:00; PH off","{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-13 15:25:00.339169+00:00,,,47.8683665,22.253847,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7464459818,OSM_object_type.node,3,0,2020-05-13T11:50:57Z,"{'opening_hours:covid19': 'same', 'addr:street': 'Kossuth Lajos utca', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4333', 'amenity': 'post_office', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-16:00; PH off', 'contact:email': 'ugyfelszolgalat@posta.hu', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'branch': 'Nyírkáta posta', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '62', 'addr:city': 'Nyírkáta', 'contact:phone': '+3617678200', 'payment:debit_cards': 'yes', 'brand': 'Magyar Posta', 'source:www.posta.hu:date': '2020-05-04'}",,0,
2801,6363,14,Hodász posta,1904,4334,Hodász,Széchenyi István utca,2,,POINT (47.91812 22.20123),Széchenyi István utca 2,,,,,,,,,,,,,,,,,,Hodaszpostavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,16:00:00,16:00:00,16:00:00,16:00:00,16:00:00,,,,,,,,,,,,,,,,,12:00:00,12:30:00,False,"Mo-Fr 08:00-12:00,12:30-16:00; PH off","{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-13 15:25:00.339169+00:00,,,47.9180921,22.2011643,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7464459817,OSM_object_type.node,3,0,2020-05-13T11:50:57Z,"{'opening_hours:covid19': 'same', 'addr:street': 'Széchenyi István utca', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4334', 'amenity': 'post_office', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-16:00; PH off', 'contact:email': 'ugyfelszolgalat@posta.hu', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'branch': 'Hodász posta', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '2', 'addr:city': 'Hodász', 'contact:phone': '+3617678200', 'payment:debit_cards': 'yes', 'brand': 'Magyar Posta', 'source:www.posta.hu:date': '2020-05-04'}",,0,
2802,6372,14,Kántorjánosi posta,1905,4335,Kántorjánosi,Arany János utca,60,,POINT (47.93305 22.14908),Arany János utca 60,,,,,,,,,,,,,,,,,,Kantorjanosipostavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,16:00:00,16:00:00,16:00:00,16:00:00,16:00:00,,,,,,,,,,,,,,,,,12:00:00,12:30:00,False,"Mo-Fr 08:00-12:00,12:30-16:00; PH off","{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-13 15:25:00.339169+00:00,,,47.933092,22.149103,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,3484824997,OSM_object_type.node,4,0,2020-05-13T11:50:57Z,"{'opening_hours:covid19': 'same', 'addr:street': 'Arany János utca', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4335', 'amenity': 'post_office', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-16:00; PH off', 'contact:email': 'ugyfelszolgalat@posta.hu', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'source:date': '2010-05-10', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'brand:wikidata': 'Q145614', 'branch': 'Kántorjánosi posta', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '60', 'url': 'http://turistautak.hu/poi.php?id=80713', 'addr:city': 'Kántorjánosi', 'source:www.posta.hu:date': '2020-05-04', 'contact:phone': '+3617678200', 'payment:debit_cards': 'yes', 'brand': 'Magyar Posta', 'source': 'turistautak.hu'}",,0,
2803,6450,14,Őr posta,1906,4336,Őr,Kossuth Lajos utca,3,,POINT (47.97689 22.18323),Kossuth Lajos utca 3,,,,,,,,,,,,,,,,,+36 44 584 090,Orpostavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,16:00:00,16:00:00,16:00:00,16:00:00,16:00:00,,,,,,,,,,,,,,,,,12:00:00,12:30:00,False,"Mo-Fr 08:00-12:00,12:30-16:00; PH off","{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-13 15:25:00.339169+00:00,,,47.976894,22.183234,14,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7464459816,OSM_object_type.node,1,0,2020-04-29T18:08:04Z,"{'opening_hours:covid19': 'same', 'addr:street': 'Kossuth Lajos utca', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '4336', 'amenity': 'post_office', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:website': 'https://www.posta.hu', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'opening_hours': 'Mo-Fr 08:00-12:00,12:30-16:00; PH off', 'contact:email': 'ugyfelszolgalat@posta.hu', 'ref:vatin': 'HU10901232', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'name': 'Posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'fixme': 'verify import', 'brand:wikidata': 'Q145614', 'branch': 'Őr posta', 'operator': 'Magyar Posta Zrt.', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'addr:housenumber': '3', 'addr:city': 'Őr', 'contact:phone': '+36 44 584 090', 'payment:debit_cards': 'yes', 'brand': 'Magyar Posta', 'source:www.posta.hu:date': '2020-04-25'}",,0,
