,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
824,520,6,Maglód - Eszterházy János utca,749,2234,Maglód,Eszterházy J. utca,1,,POINT (47.45935 19.33344),Eszterházy J. u. 1. - Auchan,,,,,,,,,,,,,,,,10177,,,,,,2.0,,,,,,,,2.0,22 kW,,,Alfen,EVE Double Pro-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_metaphone_is_around']",['street_is_not_around'],,2020-12-13 09:34:35.177599+00:00,,,47.45935,19.33344,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
825,521,6,Maglód - Kállai Pál u.,749,2234,Maglód,Kállai Pál utca,2,,POINT (47.4605 19.33821),Kállai Pál utca 2. - Decathlon ,,,,,,,,,,,,,,,,10070,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.4605,19.33821,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
826,544,6,Szigetszentmiklós - Háros utca,765,2310,Szigetszentmiklós,Háros utca,120,,POINT (47.38244 19.0282),Háros utca 120. - Auchan,,,,,,,,,,,,,,,,10169,,,,,,2.0,,,,,,,,2.0,22 kW,,,Alfen,EVE Double Pro-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.38244,19.0282,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
827,495,6,Dunaújváros - Kandó Kálmán tér,810,2400,Dunaújváros,Kandó Kálmán tér,12,,POINT (46.96228 18.90666),Kandó Kálmán tér 12. - Decathlon ,,,,,,,,,,,,,,,,10066,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,46.96228,18.90666,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
828,559,6,Vác - Althann Mihály Frigyes utca,892,2600,Vác,Althann Mihály Frigyes utca,1,,POINT (47.78032 19.12575),Althann Mihály Frigyes u. 1. ,,,,,,,,,,,,,,,,10027,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.78032,19.12575,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
829,560,6,Vác - Görgey Artúr utca,892,2600,Vác,Görgey Artúr utca,13,,POINT (47.77904 19.13067),Görgey Artúr utca 13 ,,,,,,,,,,,,,,,,10029,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.77904,19.13067,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
830,561,6,Vác - Köztársaság út,892,2600,Vác,Köztársaság út,3,,POINT (47.77646 19.12845),Köztársaság út 3. ,,,,,,,,,,,,,,,,10028,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.77646,19.12845,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
831,484,6,Cegléd - Kossuth tér,977,2700,Cegléd,Kossuth tér,,,POINT (47.16986 19.79488),Kossuth tér ,,,,,,,,,,,,,,,,10021,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.16986,19.79488,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
832,485,6,Cegléd - Köztársaság utca,977,2700,Cegléd,Köztársaság utca,49,,POINT (47.18101 19.80806),Köztársaság utca 49. ,,,,,,,,,,,,,,,,10023,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.18101,19.80806,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
833,486,6,Cegléd - Szabadság tér,977,2700,Cegléd,Szabadság tér,,,POINT (47.17058 19.79897),Szabadság tér ,,,,,,,,,,,,,,,,10022,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.17058,19.79897,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
834,557,6,Tatabánya - Győri utca,1009,2800,Tatabánya,Győri utca,25,,POINT (47.59161 18.38967),Győri utca 25. - INTERSPAR ,,,,,,,,,,,,,,,,10112,,,,,,2.0,,,,,,,,2.0,22 kW,,,EVBox,BusinessLine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['not_in_water'],"['street_is_not_around', 'street_metaphone_is_not_around']",,2020-12-13 09:34:35.177599+00:00,,,47.59161,18.38967,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
835,555,6,Tata - Gottwald Hotel,1051,2890,Tata,Fekete utca 1. - Gottwald hotel,,,POINT (47.62733 18.33179),Fekete utca 1. - Gottwald Hotel ,,,,,,,,,,,,,,,,10080,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_metaphone_is_around']",['street_is_not_around'],,2020-12-13 09:34:35.177599+00:00,,,47.62733,18.33179,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
836,556,6,Tata - Május 1. út,1051,2890,Tata,Május 1. út,,,POINT (47.65107 18.31383),Május 1. út - INTERSPAR,,,,,,,,,,,,,,,,10075,,,,,,2.0,,,,,,,,2.0,22 kW,,,EVBox,BusinessLine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.65107,18.31383,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
837,506,6,Hatvan - Sport utca,1080,3000,Hatvan,Sport utca,2,,POINT (47.65864 19.71721),Sport utca 2. - Decathlon ,,,,,,,,,,,,,,,,20025,,,,,,2.0,,,,1.0,50 kW,1.0,50 kW,1.0,43 kW,,,Efacec,QC45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['not_in_water'],"['street_is_not_around', 'street_metaphone_is_not_around']",,2020-12-13 09:34:35.177599+00:00,,,47.65864,19.71721,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
838,496,6,Eger - Hadnagy utca,1245,3300,Eger,Hadnagy utca,,,POINT (47.89488 20.38317),Hadnagy utca ,,,,,,,,,,,,,,,,10034,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.89488,20.38317,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
839,497,6,Eger - Kacsapart utca,1245,3300,Eger,Kacsapart utca,,,POINT (47.90177 20.37144),Kacsapart utca ,,,,,,,,,,,,,,,,10033,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.90177,20.37144,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
840,498,6,Eger - Kallómalom utca,1245,3300,Eger,Kallómalom utca,,,POINT (47.9181 20.37438),Kallómalom utca ,,,,,,,,,,,,,,,,10035,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.9181,20.37438,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
841,499,6,Eger - Klapka György utca,1245,3300,Eger,Klapka György utca,,,POINT (47.89824 20.37772),Klapka György utca ,,,,,,,,,,,,,,,,10032,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.89824,20.37772,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
842,500,6,Eger - Knézich Károly utca,1245,3300,Eger,Knézich Károly utca,,,POINT (47.90646 20.37323),Knézich Károly utca ,,,,,,,,,,,,,,,,10036,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,47.90646,20.37323,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
843,545,6,Szilvásvárad - La Contessa Kastélyhotel,1273,3348,Szilvásvárad,Park utca,6,,POINT (48.10551 20.39147),Park utca 6. ,,,,,,,,,,,,,,,,10037,,,,,,2.0,,,,,,,,2.0,22 kW,,,Ensto,EVF200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,48.10551,20.39147,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
844,503,6,Gelej - M3 jobb pihenő,1336,3444,Gelej,M3 jobb pihenő,142,,POINT (47.8416 20.74442),M3 jobb pihenő 142 km - Shell,,,,,,,,,,,,,,,,25004,,,,,,2.0,,,,1.0,50 kW,1.0,50 kW,1.0,43 kW,,,Efacec,QC45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['not_in_water'],"['street_is_not_around', 'street_metaphone_is_not_around']",,2020-12-13 09:34:35.177599+00:00,,,47.8416,20.74442,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
845,527,6,Miskolc - Pesti út,1362,3516,Miskolc,Pesti út,9,,POINT (48.05795 20.79912),Pesti út 9. - Auchan ,,,,,,,,,,,,,,,,10154,,,,,,2.0,,,,,,,,2.0,22 kW,,,Alfen,EVE Double Pro-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:34:35.177599+00:00,,,48.05795,20.79912,6,Mobiliti,charging_station,"{'contact:website': 'https://www.mobiliti.hu/emobilitas', 'ref:vatin:hu': '23443486-2-42', 'ref:HU:company': '01-09-965868', 'authentication:membership_card': 'yes', 'authentication:app': 'yes', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'ref:vatin': 'HU23443486', 'operator': 'NKM Mobilitás Kft.', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'parking:fee': 'no', 'contact:email': 'help@mobiliti.hu', 'opening_hours': '24/7', 'authentication:none': 'yes', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,mobility,tesla,False,False,50.0,30.0,10.0,,,,,2020-12-25 09:26:13.455427,,,,True
